,Tanggal,Shift,Subtotal,Jumlah Transaksi,Tanggal_month,Jumlah Transaksi_1month,Subtotal_1month
819,2022-12-17,2,11277000,56,2022-11-19,138.0,23192000.0
820,2022-12-18,1,4033000,22,2022-11-20,160.0,30714500.0
821,2022-12-18,2,11414000,53,2022-11-20,160.0,30714500.0
822,2022-12-19,1,4298000,25,2022-11-21,120.0,20009000.0
823,2022-12-19,2,5944000,39,2022-11-21,120.0,20009000.0
824,2022-12-20,1,3566000,22,2022-11-22,98.0,18073000.0
825,2022-12-20,2,6994500,43,2022-11-22,98.0,18073000.0
826,2022-12-21,1,1588250,11,2022-11-23,108.0,21434000.0
827,2022-12-21,2,8902000,53,2022-11-23,108.0,21434000.0
828,2022-12-22,1,3858000,24,2022-11-24,86.0,13281500.0
829,2022-12-22,2,8633500,45,2022-11-24,86.0,13281500.0
830,2022-12-23,1,6327000,30,2022-11-25,106.0,17845000.0
831,2022-12-23,2,8806000,52,2022-11-25,106.0,17845000.0
832,2022-12-24,1,4854000,26,2022-11-26,118.0,22843000.0
833,2022-12-24,2,12407500,65,2022-11-26,118.0,22843000.0
834,2022-12-25,1,3285000,17,2022-11-27,174.0,28934000.0
835,2022-12-25,2,13634000,66,2022-11-27,174.0,28934000.0
836,2022-12-26,1,3782000,23,2022-11-28,94.0,16832000.0
837,2022-12-26,2,9784000,51,2022-11-28,94.0,16832000.0
838,2022-12-27,1,5401000,29,2022-11-29,106.0,16085000.0
839,2022-12-27,2,8675000,51,2022-11-29,106.0,16085000.0
840,2022-12-28,1,2786500,17,2022-11-30,90.0,15339000.0
841,2022-12-28,2,10320250,52,2022-11-30,90.0,15339000.0
842,2022-12-29,1,4635000,26,2022-12-01,116.0,18806500.0
843,2022-12-29,2,9565000,49,2022-12-01,116.0,18806500.0
844,2022-12-30,1,2028000,10,2022-12-02,146.0,25778000.0
845,2022-12-30,2,11222000,60,2022-12-02,146.0,25778000.0
846,2022-12-31,1,2837000,18,2022-12-03,120.0,22204000.0
847,2022-12-31,2,6755250,40,2022-12-03,120.0,22204000.0
848,2023-01-01,1,5264000,27,2022-12-04,136.0,25716000.0
849,2023-01-01,2,9976000,54,2022-12-04,136.0,25716000.0
850,2023-01-02,1,3110000,16,2022-12-05,98.0,16320000.0
851,2023-01-02,2,8882000,56,2022-12-05,98.0,16320000.0
852,2023-01-03,1,2591000,16,2022-12-06,134.0,20037500.0
853,2023-01-03,2,7766000,40,2022-12-06,134.0,20037500.0
854,2023-01-04,1,3987000,22,2022-12-07,92.0,15210000.0
855,2023-01-04,2,7277000,42,2022-12-07,92.0,15210000.0
856,2023-01-05,1,3421000,24,2022-12-08,144.0,26067000.0
857,2023-01-05,2,5746000,36,2022-12-08,144.0,26067000.0
858,2023-01-06,1,4281000,23,2022-12-09,118.0,25177000.0
859,2023-01-06,2,6061000,40,2022-12-09,118.0,25177000.0
860,2023-01-07,1,3565000,26,2022-12-10,176.0,28771000.0
861,2023-01-07,2,7212500,37,2022-12-10,176.0,28771000.0
862,2023-01-08,1,4337000,25,2022-12-11,164.0,30055000.0
863,2023-01-08,2,9487750,59,2022-12-11,164.0,30055000.0
864,2023-01-09,1,2946000,18,2022-12-12,116.0,19642500.0
865,2023-01-09,2,5767000,33,2022-12-12,116.0,19642500.0
866,2023-01-10,1,3058000,17,2022-12-13,114.0,23508000.0
867,2023-01-10,2,5787000,39,2022-12-13,114.0,23508000.0
868,2023-01-11,1,4492000,26,2022-12-14,82.0,17030000.0
869,2023-01-11,2,5819500,38,2022-12-14,82.0,17030000.0
870,2023-01-12,1,3229000,21,2022-12-15,74.0,14650000.0
871,2023-01-12,2,7416000,36,2022-12-15,74.0,14650000.0
872,2023-01-13,1,5250000,29,2022-12-16,164.0,28916000.0
873,2023-01-13,2,8228500,49,2022-12-16,164.0,28916000.0
874,2023-01-14,1,1948500,12,2022-12-17,150.0,28692000.0
875,2023-01-14,2,6699000,44,2022-12-17,150.0,28692000.0
876,2023-01-15,1,3368000,17,2022-12-18,150.0,30894000.0
877,2023-01-15,2,8658000,45,2022-12-18,150.0,30894000.0
878,2023-01-16,1,3286000,17,2022-12-19,128.0,20484000.0
879,2023-01-16,2,5350000,30,2022-12-19,128.0,20484000.0
880,2023-01-17,1,3195000,16,2022-12-20,130.0,21121000.0
881,2023-01-17,2,6113000,39,2022-12-20,130.0,21121000.0
882,2023-01-18,1,4017000,20,2022-12-21,128.0,20980500.0
883,2023-01-18,2,5743000,35,2022-12-21,128.0,20980500.0
884,2023-01-19,1,2577250,17,2022-12-22,138.0,24983000.0
885,2023-01-19,2,6055000,35,2022-12-22,138.0,24983000.0
886,2023-01-20,1,2379000,17,2022-12-23,164.0,30266000.0
887,2023-01-20,2,7289000,42,2022-12-23,164.0,30266000.0
888,2023-01-21,1,2827000,18,2022-12-24,182.0,34523000.0
889,2023-01-21,2,8195000,43,2022-12-24,182.0,34523000.0
890,2023-01-22,1,3741000,22,2022-12-25,166.0,33838000.0
891,2023-01-22,2,10857000,57,2022-12-25,166.0,33838000.0
892,2023-01-23,1,3602000,22,2022-12-26,148.0,27132000.0
893,2023-01-23,2,9073000,52,2022-12-26,148.0,27132000.0
894,2023-01-24,1,2638000,17,2022-12-27,160.0,28152000.0
895,2023-01-24,2,7463000,45,2022-12-27,160.0,28152000.0
896,2023-01-25,1,3010000,13,2022-12-28,138.0,26213500.0
897,2023-01-25,2,4456000,27,2022-12-28,138.0,26213500.0
898,2023-01-26,1,4363000,20,2022-12-29,150.0,28400000.0
899,2023-01-26,2,3818000,31,2022-12-29,150.0,28400000.0
900,2023-01-27,1,2762000,17,2022-12-30,140.0,26500000.0
901,2023-01-27,2,4256500,27,2022-12-30,140.0,26500000.0
902,2023-01-28,1,1827000,13,2022-12-31,116.0,19184500.0
903,2023-01-28,2,8411500,48,2022-12-31,116.0,19184500.0
904,2023-01-29,1,4052000,28,2023-01-01,162.0,30480000.0
905,2023-01-29,2,11144000,53,2023-01-01,162.0,30480000.0
906,2023-01-30,1,2192000,17,2023-01-02,144.0,23984000.0
907,2023-01-30,2,6045000,37,2023-01-02,144.0,23984000.0
908,2023-01-31,1,2917000,17,2023-01-03,112.0,20714000.0
909,2023-01-31,2,6125500,39,2023-01-03,112.0,20714000.0
910,2023-02-01,1,3806000,23,2023-01-04,128.0,22528000.0
911,2023-02-01,2,5412750,35,2023-01-04,128.0,22528000.0
912,2023-02-02,1,3026000,17,2023-01-05,120.0,18334000.0
913,2023-02-02,2,7328000,38,2023-01-05,120.0,18334000.0
914,2023-02-03,1,3092000,20,2023-01-06,126.0,20684000.0
915,2023-02-03,2,7299500,38,2023-01-06,126.0,20684000.0
916,2023-02-04,1,4151000,20,2023-01-07,126.0,21555000.0
917,2023-02-04,2,8581750,50,2023-01-07,126.0,21555000.0
918,2023-02-05,1,2513750,17,2023-01-08,168.0,27649500.0
919,2023-02-05,2,8445500,50,2023-01-08,168.0,27649500.0
920,2023-02-06,1,3579000,17,2023-01-09,102.0,17426000.0
921,2023-02-06,2,4597000,35,2023-01-09,102.0,17426000.0
922,2023-02-07,1,4372500,22,2023-01-10,112.0,17690000.0
923,2023-02-07,2,5665000,35,2023-01-10,112.0,17690000.0
924,2023-02-08,1,2394000,15,2023-01-11,128.0,20623000.0
925,2023-02-08,2,4244000,28,2023-01-11,128.0,20623000.0
926,2023-02-09,1,5195000,28,2023-01-12,114.0,21290000.0
927,2023-02-09,2,4810000,27,2023-01-12,114.0,21290000.0
928,2023-02-10,1,2117000,14,2023-01-13,156.0,26957000.0
929,2023-02-10,2,6051750,39,2023-01-13,156.0,26957000.0
930,2023-02-11,1,2000000,13,2023-01-14,112.0,17295000.0
931,2023-02-11,2,5927500,40,2023-01-14,112.0,17295000.0
932,2023-02-12,1,1826000,6,2023-01-15,124.0,24052000.0
933,2023-02-12,2,9495000,48,2023-01-15,124.0,24052000.0
934,2023-02-13,1,3087000,15,2023-01-16,94.0,17272000.0
935,2023-02-13,2,3605000,22,2023-01-16,94.0,17272000.0
936,2023-02-14,1,4780000,23,2023-01-17,110.0,18616000.0
937,2023-02-14,2,7536000,34,2023-01-17,110.0,18616000.0
938,2023-02-15,1,2806000,24,2023-01-18,110.0,19520000.0
939,2023-02-15,2,5295000,39,2023-01-18,110.0,19520000.0
940,2023-02-16,1,2132000,13,2023-01-19,104.0,17264500.0
941,2023-02-16,2,8173500,48,2023-01-19,104.0,17264500.0
942,2023-02-17,1,2199000,16,2023-01-20,118.0,19336000.0
943,2023-02-17,2,8242000,45,2023-01-20,118.0,19336000.0
944,2023-02-18,1,4742000,27,2023-01-21,122.0,22044000.0
945,2023-02-18,2,9020000,60,2023-01-21,122.0,22044000.0
946,2023-02-19,1,4567000,22,2023-01-22,158.0,29196000.0
947,2023-02-19,2,9008000,51,2023-01-22,158.0,29196000.0
948,2023-02-20,1,983000,10,2023-01-23,148.0,25350000.0
949,2023-02-20,2,6563000,39,2023-01-23,148.0,25350000.0
950,2023-02-21,1,4023000,18,2023-01-24,124.0,20202000.0
951,2023-02-21,2,5045000,32,2023-01-24,124.0,20202000.0
952,2023-02-22,1,2283500,18,2023-01-25,80.0,14932000.0
953,2023-02-22,2,4864500,34,2023-01-25,80.0,14932000.0
954,2023-02-23,1,3279000,18,2023-01-26,102.0,16362000.0
955,2023-02-23,2,6731500,41,2023-01-26,102.0,16362000.0
956,2023-02-24,1,1575000,10,2023-01-27,88.0,14037000.0
957,2023-02-24,2,6840000,42,2023-01-27,88.0,14037000.0
958,2023-02-25,1,3550000,22,2023-01-28,122.0,20477000.0
959,2023-02-25,2,9665750,55,2023-01-28,122.0,20477000.0
960,2023-02-26,1,5917000,32,2023-01-29,162.0,30392000.0
961,2023-02-26,2,6312000,38,2023-01-29,162.0,30392000.0
962,2023-02-27,1,4145000,18,2023-01-30,108.0,16474000.0
963,2023-02-27,2,5636500,39,2023-01-30,108.0,16474000.0
964,2023-02-28,1,3299000,20,2023-01-31,112.0,18085000.0
965,2023-02-28,2,6881000,39,2023-01-31,112.0,18085000.0
966,2023-03-01,1,3236000,17,2023-02-01,116.0,18437500.0
967,2023-03-01,2,7063000,43,2023-02-01,116.0,18437500.0
968,2023-03-02,1,3633000,27,2023-02-02,110.0,20708000.0
969,2023-03-02,2,6441750,35,2023-02-02,110.0,20708000.0
970,2023-03-03,1,2267000,19,2023-02-03,116.0,20783000.0
971,2023-03-03,2,6408500,37,2023-02-03,116.0,20783000.0
972,2023-03-04,1,4686000,23,2023-02-04,140.0,25465500.0
973,2023-03-04,2,9427000,51,2023-02-04,140.0,25465500.0
974,2023-03-05,1,2840000,20,2023-02-05,134.0,21918500.0
975,2023-03-05,2,8914500,50,2023-02-05,134.0,21918500.0
976,2023-03-06,1,1584000,11,2023-02-06,104.0,16352000.0
977,2023-03-06,2,7058500,40,2023-02-06,104.0,16352000.0
978,2023-03-07,1,2306000,19,2023-02-07,114.0,20075000.0
979,2023-03-07,2,8215000,33,2023-02-07,114.0,20075000.0
980,2023-03-08,1,2898000,19,2023-02-08,86.0,13276000.0
981,2023-03-08,2,7514000,35,2023-02-08,86.0,13276000.0
982,2023-03-09,1,3781000,19,2023-02-09,110.0,20010000.0
983,2023-03-09,2,5868000,35,2023-02-09,110.0,20010000.0
984,2023-03-10,1,3158000,19,2023-02-10,106.0,16337500.0
985,2023-03-10,2,5416500,40,2023-02-10,106.0,16337500.0
986,2023-03-11,1,4626000,28,2023-02-11,106.0,15855000.0
987,2023-03-11,2,8982000,53,2023-02-11,106.0,15855000.0
988,2023-03-12,1,3636000,22,2023-02-12,108.0,22642000.0
989,2023-03-12,2,9540000,46,2023-02-12,108.0,22642000.0
990,2023-03-13,1,4047000,24,2023-02-13,74.0,13384000.0
991,2023-03-13,2,5715000,36,2023-02-13,74.0,13384000.0
992,2023-03-14,1,3989000,20,2023-02-14,114.0,24632000.0
993,2023-03-14,2,5835000,39,2023-02-14,114.0,24632000.0
994,2023-03-15,1,2836000,20,2023-02-15,126.0,16202000.0
995,2023-03-15,2,6196500,42,2023-02-15,126.0,16202000.0
996,2023-03-16,1,2023000,15,2023-02-16,122.0,20611000.0
997,2023-03-16,2,6092500,35,2023-02-16,122.0,20611000.0
998,2023-03-17,1,2672000,19,2023-02-17,122.0,20882000.0
999,2023-03-17,2,6721000,35,2023-02-17,122.0,20882000.0
1000,2023-03-18,1,4995000,28,2023-02-18,174.0,27524000.0
1001,2023-03-18,2,9373500,54,2023-02-18,174.0,27524000.0
1002,2023-03-19,1,4601500,29,2023-02-19,146.0,27150000.0
1003,2023-03-19,2,10860000,58,2023-02-19,146.0,27150000.0
1004,2023-03-20,1,4034000,30,2023-02-20,98.0,15092000.0
1005,2023-03-20,2,7332000,43,2023-02-20,98.0,15092000.0
1006,2023-03-21,1,3285000,20,2023-02-21,100.0,18136000.0
1007,2023-03-21,2,4745000,34,2023-02-21,100.0,18136000.0
1008,2023-03-22,1,3406000,25,2023-02-22,104.0,14296000.0
1009,2023-03-22,2,8858000,60,2023-02-22,104.0,14296000.0
1010,2023-03-23,1,1235000,12,2023-02-23,118.0,20021000.0
1011,2023-03-23,2,4455500,33,2023-02-23,118.0,20021000.0
1012,2023-03-24,1,560000,6,2023-02-24,104.0,16830000.0
1013,2023-03-24,2,3061500,28,2023-02-24,104.0,16830000.0
1014,2023-03-25,1,1304000,11,2023-02-25,154.0,26431500.0
1015,2023-03-25,2,5283000,40,2023-02-25,154.0,26431500.0
1016,2023-03-26,1,1035000,11,2023-02-26,140.0,24458000.0
1017,2023-03-26,2,7702000,45,2023-02-26,140.0,24458000.0
1018,2023-03-27,1,1153000,12,2023-02-27,114.0,19563000.0
1019,2023-03-27,2,3506000,29,2023-02-27,114.0,19563000.0
1020,2023-03-28,1,971000,7,2023-02-28,118.0,20360000.0
1021,2023-03-28,2,3963000,28,2023-02-28,118.0,20360000.0
1022,2023-03-29,1,654500,7,2023-03-01,120.0,20598000.0
1023,2023-03-29,2,3556500,29,2023-03-01,120.0,20598000.0
1024,2023-03-30,1,722500,8,2023-03-02,124.0,20149500.0
1025,2023-03-30,2,7541000,28,2023-03-02,124.0,20149500.0
1026,2023-03-31,1,496000,6,2023-03-03,112.0,17351000.0
1027,2023-03-31,2,3249500,24,2023-03-03,112.0,17351000.0
1028,2023-04-01,1,589000,5,2023-03-04,148.0,28226000.0
1029,2023-04-01,2,4822500,28,2023-03-04,148.0,28226000.0
1030,2023-04-02,1,621000,5,2023-03-05,140.0,23509000.0
1031,2023-04-02,2,7587500,42,2023-03-05,140.0,23509000.0
1032,2023-04-03,1,638500,6,2023-03-06,102.0,17285000.0
1033,2023-04-03,2,4296000,30,2023-03-06,102.0,17285000.0
1034,2023-04-04,1,1102000,8,2023-03-07,104.0,21042000.0
1035,2023-04-04,2,4178000,23,2023-03-07,104.0,21042000.0
1036,2023-04-05,1,813000,5,2023-03-08,108.0,20824000.0
1037,2023-04-05,2,4693000,33,2023-03-08,108.0,20824000.0
1038,2023-04-06,1,1317000,8,2023-03-09,108.0,19298000.0
1039,2023-04-06,2,5175000,40,2023-03-09,108.0,19298000.0
1040,2023-04-07,1,1448000,9,2023-03-10,118.0,17149000.0
1041,2023-04-07,2,7058000,40,2023-03-10,118.0,17149000.0
1042,2023-04-08,1,782000,9,2023-03-11,162.0,27216000.0
1043,2023-04-08,2,6685500,47,2023-03-11,162.0,27216000.0
1044,2023-04-09,1,1879000,10,2023-03-12,136.0,26352000.0
1045,2023-04-09,2,7051000,40,2023-03-12,136.0,26352000.0
1046,2023-04-10,1,307000,4,2023-03-13,120.0,19524000.0
1047,2023-04-10,2,6459000,33,2023-03-13,120.0,19524000.0
1048,2023-04-11,1,447000,6,2023-03-14,118.0,19648000.0
1049,2023-04-11,2,8231500,32,2023-03-14,118.0,19648000.0
1050,2023-04-12,1,1060000,8,2023-03-15,124.0,18065000.0
1051,2023-04-12,2,6069000,35,2023-03-15,124.0,18065000.0
1052,2023-04-13,1,1275000,13,2023-03-16,100.0,16231000.0
1053,2023-04-13,2,7403500,49,2023-03-16,100.0,16231000.0
1054,2023-04-14,1,1149000,9,2023-03-17,108.0,18786000.0
1055,2023-04-14,2,7639500,44,2023-03-17,108.0,18786000.0
1056,2023-04-15,1,622000,5,2023-03-18,164.0,28737000.0
1057,2023-04-15,2,9421000,49,2023-03-18,164.0,28737000.0
1058,2023-04-16,1,1349000,10,2023-03-19,174.0,30923000.0
1059,2023-04-16,2,9518375,43,2023-03-19,174.0,30923000.0
1060,2023-04-17,1,1183875,6,2023-03-20,146.0,22732000.0
1061,2023-04-17,2,7616500,45,2023-03-20,146.0,22732000.0
1062,2023-04-18,1,1015000,8,2023-03-21,108.0,16060000.0
1063,2023-04-18,2,10929000,56,2023-03-21,108.0,16060000.0
1064,2023-04-19,1,1650500,13,2023-03-22,170.0,24528000.0
1065,2023-04-19,2,14052250,71,2023-03-22,170.0,24528000.0
1066,2023-04-20,1,3269000,19,2023-03-23,90.0,11381000.0
1067,2023-04-20,2,11745000,54,2023-03-23,90.0,11381000.0
1068,2023-04-21,1,8661800,36,2023-03-24,68.0,7243000.0
1069,2023-04-21,2,6851000,28,2023-03-24,68.0,7243000.0
1070,2023-04-23,1,8351000,36,2023-03-26,112.0,17474000.0
1071,2023-04-23,2,18936500,78,2023-03-26,112.0,17474000.0
1072,2023-04-24,1,6514000,29,2023-03-27,82.0,9318000.0
1073,2023-04-24,2,17261500,77,2023-03-27,82.0,9318000.0
1074,2023-04-25,1,6700000,30,2023-03-28,70.0,9868000.0
1075,2023-04-25,2,16827500,71,2023-03-28,70.0,9868000.0
1076,2023-04-26,1,5821000,26,2023-03-29,72.0,8422000.0
1077,2023-04-26,2,17137500,74,2023-03-29,72.0,8422000.0
1078,2023-04-27,1,5276000,20,2023-03-30,72.0,16527000.0
1079,2023-04-27,2,12988000,58,2023-03-30,72.0,16527000.0
1080,2023-04-28,1,5478000,30,2023-03-31,60.0,7491000.0
1081,2023-04-28,2,12801000,55,2023-03-31,60.0,7491000.0
1082,2023-04-29,1,5894000,27,2023-04-01,66.0,10823000.0
1083,2023-04-29,2,16972000,54,2023-04-01,66.0,10823000.0
1084,2023-04-30,1,5752000,23,2023-04-02,94.0,16417000.0
1085,2023-04-30,2,14040000,64,2023-04-02,94.0,16417000.0
1086,2023-05-01,1,5260000,31,2023-04-03,72.0,9869000.0
1087,2023-05-01,2,12100000,57,2023-04-03,72.0,9869000.0
1088,2023-05-02,1,4851000,26,2023-04-04,62.0,10560000.0
1089,2023-05-02,2,8516000,43,2023-04-04,62.0,10560000.0
1090,2023-05-03,1,5210000,24,2023-04-05,76.0,11012000.0
1091,2023-05-03,2,8964000,50,2023-04-05,76.0,11012000.0
1092,2023-05-04,1,3633000,18,2023-04-06,96.0,12984000.0
1093,2023-05-04,2,13249000,36,2023-04-06,96.0,12984000.0
1094,2023-05-05,1,2738000,20,2023-04-07,98.0,17012000.0
1095,2023-05-05,2,8441000,35,2023-04-07,98.0,17012000.0
1096,2023-05-06,1,4506000,20,2023-04-08,112.0,14935000.0
1097,2023-05-06,2,8153000,47,2023-04-08,112.0,14935000.0
1098,2023-05-07,1,4627000,23,2023-04-09,100.0,17860000.0
1099,2023-05-07,2,10584000,52,2023-04-09,100.0,17860000.0
1100,2023-05-08,1,5374000,28,2023-04-10,74.0,13532000.0
1101,2023-05-08,2,6804000,37,2023-04-10,74.0,13532000.0
1102,2023-05-09,1,3915000,22,2023-04-11,76.0,17357000.0
1103,2023-05-09,2,9020000,49,2023-04-11,76.0,17357000.0
1104,2023-05-10,1,4272000,23,2023-04-12,86.0,14258000.0
1105,2023-05-10,2,7103000,36,2023-04-12,86.0,14258000.0
1106,2023-05-11,1,3238000,18,2023-04-13,124.0,17357000.0
1107,2023-05-11,2,8588000,32,2023-04-13,124.0,17357000.0
1108,2023-05-12,1,2657000,15,2023-04-14,106.0,17577000.0
1109,2023-05-12,2,10190000,52,2023-04-14,106.0,17577000.0
1110,2023-05-13,1,4167000,22,2023-04-15,108.0,20086000.0
1111,2023-05-13,2,7446000,38,2023-04-15,108.0,20086000.0
1112,2023-05-14,1,4642000,27,2023-04-16,106.0,21734750.0
1113,2023-05-14,2,10602000,55,2023-04-16,106.0,21734750.0
1114,2023-05-15,1,5528000,17,2023-04-17,102.0,17600750.0
1115,2023-05-15,2,7488000,35,2023-04-17,102.0,17600750.0
1116,2023-05-16,1,4337000,21,2023-04-18,128.0,23888000.0
1117,2023-05-16,2,5339000,31,2023-04-18,128.0,23888000.0
1118,2023-05-17,1,4053000,23,2023-04-19,168.0,31405500.0
1119,2023-05-17,2,5955000,35,2023-04-19,168.0,31405500.0
1120,2023-05-18,1,2867000,19,2023-04-20,146.0,30028000.0
1121,2023-05-18,2,9395250,50,2023-04-20,146.0,30028000.0
1122,2023-05-19,1,2587250,15,2023-04-21,128.0,31025600.0
1123,2023-05-19,2,7833500,33,2023-04-21,128.0,31025600.0
1124,2023-05-20,1,4188000,20,2023-04-22,,
1125,2023-05-20,2,7793750,37,2023-04-22,,
1126,2023-05-21,1,3311250,16,2023-04-23,228.0,54575000.0
1127,2023-05-21,2,9026750,47,2023-04-23,228.0,54575000.0
1128,2023-05-22,1,3392000,18,2023-04-24,212.0,47551000.0
1129,2023-05-22,2,7036750,32,2023-04-24,212.0,47551000.0
1130,2023-05-23,1,4958000,26,2023-04-25,202.0,47055000.0
1131,2023-05-23,2,6215250,39,2023-04-25,202.0,47055000.0
1132,2023-05-24,1,2150000,14,2023-04-26,200.0,45917000.0
1133,2023-05-24,2,4108500,25,2023-04-26,200.0,45917000.0
1134,2023-05-25,1,2105500,13,2023-04-27,156.0,36528000.0
1135,2023-05-25,2,6071500,31,2023-04-27,156.0,36528000.0
1136,2023-05-26,1,5622000,20,2023-04-28,170.0,36558000.0
1137,2023-05-26,2,6905250,33,2023-04-28,170.0,36558000.0
1138,2023-05-27,1,6519000,22,2023-04-29,162.0,45732000.0
1139,2023-05-27,2,7727000,37,2023-04-29,162.0,45732000.0
1140,2023-05-28,1,5744500,25,2023-04-30,174.0,39584000.0
1141,2023-05-28,2,9844750,48,2023-04-30,174.0,39584000.0
1142,2023-05-29,1,4565000,24,2023-05-01,176.0,34720000.0
1143,2023-05-29,2,6765500,34,2023-05-01,176.0,34720000.0
1144,2023-05-30,1,6050500,32,2023-05-02,138.0,26734000.0
1145,2023-05-30,2,7859000,37,2023-05-02,138.0,26734000.0
1146,2023-05-31,1,4257000,17,2023-05-03,148.0,28348000.0
1147,2023-05-31,2,6732000,34,2023-05-03,148.0,28348000.0
1148,2023-06-01,1,3928000,20,2023-05-04,108.0,33764000.0
1149,2023-06-01,2,11316500,55,2023-05-04,108.0,33764000.0
1150,2023-06-02,1,2363000,16,2023-05-05,110.0,22358000.0
1151,2023-06-02,2,10000000,45,2023-05-05,110.0,22358000.0
1152,2023-06-03,1,4462750,26,2023-05-06,134.0,25318000.0
1153,2023-06-03,2,9239000,49,2023-05-06,134.0,25318000.0
1154,2023-06-04,1,3656000,13,2023-05-07,150.0,30422000.0
1155,2023-06-04,2,7746250,39,2023-05-07,150.0,30422000.0
1156,2023-06-05,1,2399000,13,2023-05-08,130.0,24356000.0
1157,2023-06-05,2,5904000,33,2023-05-08,130.0,24356000.0
1158,2023-06-06,1,3393000,21,2023-05-09,142.0,25870000.0
1159,2023-06-06,2,5891250,32,2023-05-09,142.0,25870000.0
1160,2023-06-07,1,1996000,15,2023-05-10,118.0,22750000.0
1161,2023-06-07,2,6630000,36,2023-05-10,118.0,22750000.0
1162,2023-06-08,1,3234000,20,2023-05-11,100.0,23652000.0
1163,2023-06-08,2,5432500,32,2023-05-11,100.0,23652000.0
1164,2023-06-09,1,4052000,21,2023-05-12,134.0,25694000.0
1165,2023-06-09,2,8723750,39,2023-05-12,134.0,25694000.0
1166,2023-06-10,1,3649000,20,2023-05-13,120.0,23226000.0
1167,2023-06-10,2,4290000,32,2023-05-13,120.0,23226000.0
1168,2023-06-11,1,3372500,21,2023-05-14,164.0,30488000.0
1169,2023-06-11,2,7302000,40,2023-05-14,164.0,30488000.0
1170,2023-06-12,1,1625000,10,2023-05-15,104.0,26032000.0
1171,2023-06-12,2,6977500,37,2023-05-15,104.0,26032000.0
1172,2023-06-13,1,3435000,21,2023-05-16,104.0,19352000.0
1173,2023-06-13,2,3843000,17,2023-05-16,104.0,19352000.0
1174,2023-06-14,1,3290000,17,2023-05-17,116.0,20016000.0
1175,2023-06-14,2,8718750,48,2023-05-17,116.0,20016000.0
1176,2023-06-15,1,3412000,17,2023-05-18,138.0,24524500.0
1177,2023-06-15,2,7520000,41,2023-05-18,138.0,24524500.0
1178,2023-06-16,1,2752000,15,2023-05-19,96.0,20841500.0
1179,2023-06-16,2,4974750,32,2023-05-19,96.0,20841500.0
1180,2023-06-17,1,2739000,17,2023-05-20,114.0,23963500.0
1181,2023-06-17,2,6474000,40,2023-05-20,114.0,23963500.0
1182,2023-06-18,1,2805250,22,2023-05-21,126.0,24676000.0
1183,2023-06-18,2,8704000,48,2023-05-21,126.0,24676000.0
1184,2023-06-19,1,2998500,18,2023-05-22,100.0,20857500.0
1185,2023-06-19,2,6131000,35,2023-05-22,100.0,20857500.0
1186,2023-06-20,1,4558000,22,2023-05-23,130.0,22346500.0
1187,2023-06-20,2,7857750,40,2023-05-23,130.0,22346500.0
1188,2023-06-21,1,2115000,12,2023-05-24,78.0,12517000.0
1189,2023-06-21,2,6473000,34,2023-05-24,78.0,12517000.0
1190,2023-06-22,1,3865000,12,2023-05-25,88.0,16354000.0
1191,2023-06-22,2,8274500,49,2023-05-25,88.0,16354000.0
1192,2023-06-23,1,3282000,21,2023-05-26,106.0,25054500.0
1193,2023-06-23,2,6826000,34,2023-05-26,106.0,25054500.0
1194,2023-06-24,1,6511000,28,2023-05-27,118.0,28492000.0
1195,2023-06-24,2,9269000,45,2023-05-27,118.0,28492000.0
1196,2023-06-25,1,4766000,23,2023-05-28,146.0,31178500.0
1197,2023-06-25,2,10672250,58,2023-05-28,146.0,31178500.0
1198,2023-06-26,1,4222250,22,2023-05-29,116.0,22661000.0
1199,2023-06-26,2,8578000,47,2023-05-29,116.0,22661000.0
1200,2023-06-27,1,2818000,15,2023-05-30,138.0,27819000.0
1201,2023-06-27,2,6536000,32,2023-05-30,138.0,27819000.0
1202,2023-07-01,1,1768000,10,2023-06-03,150.0,27403500.0
1203,2023-07-01,2,7104000,34,2023-06-03,150.0,27403500.0
1204,2023-07-02,1,2267750,15,2023-06-04,104.0,22804500.0
1205,2023-07-02,2,7140000,36,2023-06-04,104.0,22804500.0
1206,2023-07-03,1,2226000,10,2023-06-05,92.0,16606000.0
1207,2023-07-03,2,4378500,23,2023-06-05,92.0,16606000.0
1208,2023-07-04,1,1482000,11,2023-06-06,106.0,18568500.0
1209,2023-07-04,2,3192000,17,2023-06-06,106.0,18568500.0
1210,2023-07-05,1,2407000,15,2023-06-07,102.0,17252000.0
1211,2023-07-05,2,6748750,32,2023-06-07,102.0,17252000.0
1212,2023-07-06,1,3274500,14,2023-06-08,104.0,17333000.0
1213,2023-07-06,2,6839000,41,2023-06-08,104.0,17333000.0
1214,2023-07-07,1,2269250,16,2023-06-09,120.0,25551500.0
1215,2023-07-07,2,7684000,37,2023-06-09,120.0,25551500.0
1216,2023-07-08,1,5028000,23,2023-06-10,104.0,15878000.0
1217,2023-07-08,2,7392000,37,2023-06-10,104.0,15878000.0
1218,2023-07-09,1,2501000,12,2023-06-11,122.0,21349000.0
1219,2023-07-09,2,7082000,38,2023-06-11,122.0,21349000.0
1220,2023-07-10,1,2000000,11,2023-06-12,94.0,17205000.0
1221,2023-07-10,2,7162750,40,2023-06-12,94.0,17205000.0
1222,2023-07-11,1,2529000,11,2023-06-13,76.0,14556000.0
